"Brand_ID,Brand_Name,Country,Year,Sustainability_Rating,Material_Type,Eco_Friendly_Manufacturing,Carbon_Footprint_MT,Water_Usage_Liters,Waste_Production_KG,Recycling_Programs,Product_Lines,Average_Price_USD,Market_Trend,Certifications,ESG_Score,Renewable_Energy_Percent,Ethical_Sourcing_Score,Circularity_Index,Employee_Welfare_Score"
"BRAND-1228,Brand_1228,France,2019,A,Bamboo Fabric,No,247.89,1540017.15,73304.89,Yes,10,326.01,Growing,OEKO-TEX,69.79,81.04,70.44,59.83,87.75"
"BRAND-1229,Brand_1229,India,2013,B,Hemp,Yes,102.06,718909.08,58227.63,No,14,136.88,Growing,OEKO-TEX,86.46,42.26,48.8,45.95,61.17"
"BRAND-1230,Brand_1230,Germany,2016,A,Organic Cotton,No,211.62,758490.07,92896.16,No,12,142.07,Declining,OEKO-TEX,100.0,48.21,62.35,66.68,65.14"
"BRAND-1231,Brand_1231,USA,2012,A,Recycled Polyester,No,95.29,3892515.08,67525.45,Yes,9,421.7,Stable,OEKO-TEX,63.64,54.67,86.25,98.16,48.53"
"BRAND-1232,Brand_1232,Japan,2015,C,Bamboo Fabric,Yes,109.99,4151160.26,29459.25,No,16,241.64,Declining,,51.45,35.04,51.48,42.12,75.58"
"BRAND-1233,Brand_1233,USA,2016,B,Tencel,Yes,453.96,2456570.03,59032.83,Yes,13,426.55,Growing,Fair Trade,70.68,52.24,60.92,73.28,87.4"
"BRAND-1234,Brand_1234,Japan,2022,A,Vegan Leather,Yes,277.78,3844776.23,17828.9,No,4,31.56,Growing,OEKO-TEX,100.0,44.83,71.29,58.81,93.9"
"BRAND-1235,Brand_1235,Brazil,2023,B,Tencel,No,435.28,4710731.66,25695.83,Yes,13,281.64,Stable,B Corp,59.94,45.93,74.44,26.01,60.38"
"BRAND-1236,Brand_1236,Brazil,2010,B,Tencel,No,81.74,2885264.47,31221.55,No,6,152.23,Growing,,96.59,51.99,61.01,25.56,78.96"
"BRAND-1237,Brand_1237,Japan,2011,B,Vegan Leather,Yes,74.36,1540436.02,18582.49,Yes,18,378.57,Stable,OEKO-TEX,97.17,19.1,84.16,45.96,66.38"
"BRAND-1238,Brand_1238,Italy,2013,B,Recycled Polyester,No,121.23,1003972.54,2987.74,Yes,15,351.84,Growing,GOTS,63.7,48.87,80.63,61.95,82.96"
"BRAND-1239,Brand_1239,Brazil,2014,A,Hemp,Yes,4.47,172282.99,90449.18,No,16,72.34,Declining,Fair Trade,80.53,51.6,90.52,72.57,67.93"
"BRAND-1240,Brand_1240,USA,2010,B,Bamboo Fabric,No,32.17,1585797.72,81843.01,Yes,6,183.17,Declining,GOTS,96.43,50.83,68.53,23.58,53.99"
"BRAND-1241,Brand_1241,UK,2016,B,Tencel,No,395.95,4970847.82,75687.7,Yes,7,240.48,Stable,B Corp,66.31,43.25,60.77,68.05,90.44"
"BRAND-1242,Brand_1242,India,2022,B,Tencel,Yes,332.42,1578148.88,97878.24,No,3,129.91,Stable,,68.95,73.03,57.71,52.63,69.68"
"BRAND-1243,Brand_1243,Australia,2023,B,Tencel,Yes,211.09,1360469.28,90565.94,No,1,53.61,Growing,Fair Trade,63.27,40.22,75.53,55.07,62.03"
"BRAND-1244,Brand_1244,Japan,2018,B,Vegan Leather,Yes,373.93,4298084.88,95107.72,Yes,12,172.93,Growing,OEKO-TEX,56.78,53.0,63.21,66.77,71.02"
"BRAND-1245,Brand_1245,Italy,2022,B,Vegan Leather,No,67.36,4233801.42,65174.54,No,16,344.9,Declining,,62.26,76.54,59.75,89.92,55.48"
"BRAND-1246,Brand_1246,Japan,2014,B,Tencel,No,90.85,1045625.53,25036.1,No,20,258.19,Growing,B Corp,53.64,46.25,61.93,61.07,75.06"
"BRAND-1247,Brand_1247,Australia,2024,B,Tencel,No,211.85,441713.1,16646.47,No,4,168.09,Declining,B Corp,72.51,52.72,57.69,27.87,64.66"
"BRAND-1248,Brand_1248,Italy,2021,B,Hemp,Yes,13.4,4500357.55,49155.91,Yes,18,359.22,Growing,OEKO-TEX,60.45,45.88,73.58,51.26,54.49"
"BRAND-1249,Brand_1249,Brazil,2012,B,Hemp,No,446.74,3044700.08,66333.96,Yes,19,448.03,Stable,B Corp,75.51,75.22,44.57,72.04,100.0"
"BRAND-1250,Brand_1250,Japan,2020,B,Hemp,Yes,61.38,1672077.34,60159.58,No,5,282.79,Stable,,48.66,42.33,75.45,72.7,50.88"
"BRAND-1251,Brand_1251,Brazil,2019,A,Vegan Leather,Yes,159.15,3620322.59,33253.14,No,15,319.56,Stable,GOTS,76.96,76.23,82.18,68.32,74.01"
"BRAND-1252,Brand_1252,USA,2024,B,Tencel,No,187.1,1551142.42,48330.58,Yes,11,353.38,Stable,OEKO-TEX,84.5,45.72,59.54,44.8,68.97"
"BRAND-1253,Brand_1253,Australia,2010,C,Hemp,No,452.43,592529.72,37456.35,Yes,7,292.57,Declining,Fair Trade,42.09,29.09,100.0,27.64,50.56"
"BRAND-1254,Brand_1254,India,2013,B,Vegan Leather,No,35.69,2731783.98,5538.47,No,2,71.88,Growing,GOTS,77.61,62.95,70.32,66.79,62.27"
"BRAND-1255,Brand_1255,France,2016,C,Organic Cotton,No,155.05,3897778.21,97680.45,Yes,13,306.32,Growing,,90.42,41.3,41.9,30.72,45.18"
"BRAND-1256,Brand_1256,USA,2017,B,Recycled Polyester,Yes,364.77,1098000.34,43163.45,No,19,486.45,Declining,,53.86,61.65,64.94,68.86,100.0"
"BRAND-1257,Brand_1257,Brazil,2019,B,Tencel,Yes,350.08,1528063.8,84894.01,No,9,440.76,Declining,Fair Trade,97.09,0.0,71.13,68.87,63.44"
"BRAND-1258,Brand_1258,Brazil,2016,B,Hemp,Yes,391.91,4552549.71,14077.53,Yes,1,100.33,Stable,Fair Trade,78.29,48.11,78.08,45.65,64.89"
"BRAND-1259,Brand_1259,Australia,2018,B,Recycled Polyester,Yes,349.63,3897992.68,88738.97,Yes,2,135.46,Declining,B Corp,61.42,37.89,65.37,52.75,100.0"
"BRAND-1260,Brand_1260,India,2022,C,Bamboo Fabric,No,332.31,344919.65,10964.79,Yes,19,324.82,Stable,OEKO-TEX,71.16,24.61,51.79,58.97,53.99"
"BRAND-1261,Brand_1261,Australia,2022,B,Hemp,Yes,10.15,440692.84,23010.05,Yes,15,66.19,Declining,GOTS,80.37,35.83,50.29,42.7,90.0"
"BRAND-1262,Brand_1262,UK,2023,B,Organic Cotton,Yes,269.85,4048390.12,15855.82,Yes,10,185.87,Stable,OEKO-TEX,73.14,35.38,58.24,27.37,78.07"
"BRAND-1263,Brand_1263,Australia,2013,B,Hemp,No,331.38,331374.62,7109.55,Yes,18,423.54,Growing,Fair Trade,80.08,46.94,59.96,54.22,34.36"
"BRAND-1264,Brand_1264,China,2010,C,Vegan Leather,No,404.29,1087511.83,84025.14,Yes,20,416.42,Stable,OEKO-TEX,58.19,17.92,49.57,56.3,61.69"
"BRAND-1265,Brand_1265,Japan,2010,B,Vegan Leather,No,177.25,690970.21,15171.77,No,2,325.15,Growing,OEKO-TEX,74.54,54.96,56.81,82.22,75.42"
"BRAND-1266,Brand_1266,India,2023,B,Bamboo Fabric,No,418.35,4625100.24,90885.67,Yes,9,219.8,Growing,GOTS,50.79,78.06,81.87,39.36,68.6"
"BRAND-1267,Brand_1267,USA,2018,A,Bamboo Fabric,Yes,273.27,4320747.69,72245.95,Yes,11,128.67,Stable,,70.33,54.18,99.67,76.37,68.65"
"BRAND-1268,Brand_1268,Japan,2015,B,Organic Cotton,Yes,365.0,2051982.39,75912.84,No,15,70.02,Stable,GOTS,58.44,65.8,83.6,32.06,57.68"
"BRAND-1269,Brand_1269,UK,2014,B,Tencel,No,371.7,1041896.62,31589.34,Yes,7,162.83,Growing,OEKO-TEX,60.97,72.08,93.51,28.11,55.88"
"BRAND-1270,Brand_1270,Japan,2016,A,Organic Cotton,Yes,326.79,894726.73,98850.48,Yes,20,112.04,Growing,OEKO-TEX,90.54,75.2,87.53,48.98,62.76"
"BRAND-1271,Brand_1271,USA,2018,A,Hemp,Yes,297.72,1007955.44,80199.0,Yes,1,108.18,Declining,B Corp,88.37,89.14,85.0,36.18,100.0"
"BRAND-1272,Brand_1272,Australia,2014,B,Organic Cotton,Yes,379.45,4134354.98,31538.09,No,4,228.02,Stable,B Corp,81.14,37.02,63.92,27.83,52.57"
"BRAND-1273,Brand_1273,USA,2014,B,Recycled Polyester,Yes,225.05,1104234.19,39691.27,Yes,15,57.74,Growing,OEKO-TEX,55.62,32.19,72.54,93.89,59.8"
"BRAND-1274,Brand_1274,Italy,2021,B,Organic Cotton,No,332.64,3551747.61,67324.0,Yes,7,267.32,Declining,Fair Trade,67.25,65.24,62.43,45.97,68.49"
"BRAND-1275,Brand_1275,France,2023,A,Hemp,No,116.5,2500450.62,2135.19,Yes,10,341.01,Stable,B Corp,90.2,63.58,66.06,100.0,43.13"
"BRAND-1276,Brand_1276,USA,2012,B,Tencel,No,406.72,4181386.0,90689.78,No,10,489.33,Stable,B Corp,74.13,65.06,71.23,35.11,75.34"
"BRAND-1277,Brand_1277,UK,2014,A,Hemp,No,371.97,1009471.47,81856.52,Yes,10,403.8,Declining,GOTS,100.0,89.56,82.84,20.83,46.1"
"BRAND-1278,Brand_1278,Germany,2021,B,Vegan Leather,No,473.4,515657.18,30157.01,Yes,5,373.47,Declining,GOTS,77.9,48.25,77.62,80.83,49.52"
"BRAND-1279,Brand_1279,Australia,2018,B,Recycled Polyester,Yes,242.81,2601859.56,17393.71,Yes,2,149.97,Declining,OEKO-TEX,74.88,57.38,67.09,40.47,48.7"
"BRAND-1280,Brand_1280,UK,2014,B,Organic Cotton,No,438.77,3686542.27,17671.88,Yes,15,357.22,Declining,Fair Trade,67.36,26.43,71.0,57.78,40.11"
"BRAND-1281,Brand_1281,Japan,2012,A,Hemp,Yes,413.8,3453418.51,8494.68,Yes,9,455.34,Growing,OEKO-TEX,74.0,94.98,77.8,27.89,89.56"
"BRAND-1282,Brand_1282,UK,2022,B,Organic Cotton,No,273.27,1558661.53,2574.17,Yes,4,365.47,Stable,GOTS,69.71,40.6,82.01,54.24,76.87"
"BRAND-1283,Brand_1283,UK,2018,B,Organic Cotton,Yes,164.49,3095324.88,40984.12,No,9,439.5,Growing,OEKO-TEX,82.62,41.22,42.66,27.57,83.68"
"BRAND-1284,Brand_1284,India,2010,B,Tencel,Yes,246.21,4369429.46,14820.62,No,17,48.06,Declining,GOTS,86.35,40.37,50.61,53.52,82.13"
"BRAND-1285,Brand_1285,USA,2024,B,Organic Cotton,No,102.63,1873100.94,87793.05,Yes,5,423.23,Declining,Fair Trade,60.21,33.81,89.93,45.52,65.14"
"BRAND-1286,Brand_1286,Germany,2022,C,Organic Cotton,No,214.53,2857619.83,76903.36,Yes,3,92.89,Stable,Fair Trade,52.03,31.95,68.9,59.61,67.5"
"BRAND-1287,Brand_1287,UK,2023,C,Vegan Leather,Yes,27.31,2242411.66,23173.77,No,1,314.52,Stable,GOTS,44.46,36.48,62.37,67.51,85.23"
"BRAND-1288,Brand_1288,China,2024,B,Organic Cotton,No,36.84,2356559.49,81008.09,Yes,5,410.58,Declining,Fair Trade,79.62,17.95,65.26,59.82,95.85"
"BRAND-1289,Brand_1289,Italy,2015,C,Recycled Polyester,No,259.44,3921967.95,48714.81,No,2,329.1,Stable,GOTS,55.45,30.72,65.25,64.02,46.61"
"BRAND-1290,Brand_1290,Brazil,2016,B,Vegan Leather,No,214.16,1824355.42,10194.48,Yes,16,459.79,Declining,OEKO-TEX,39.71,90.88,80.04,52.82,100.0"
"BRAND-1291,Brand_1291,USA,2021,B,Organic Cotton,No,191.94,1180105.48,75359.3,Yes,18,55.23,Declining,OEKO-TEX,77.83,64.18,50.06,46.29,45.63"
"BRAND-1292,Brand_1292,Japan,2011,A,Bamboo Fabric,Yes,218.87,928074.51,55982.41,Yes,17,325.02,Declining,GOTS,100.0,68.37,70.45,64.4,60.15"
"BRAND-1293,Brand_1293,Brazil,2016,B,Bamboo Fabric,Yes,35.96,1267116.61,11287.21,No,16,375.06,Declining,GOTS,71.91,73.9,74.43,52.77,69.26"
"BRAND-1294,Brand_1294,France,2024,A,Vegan Leather,No,240.06,3949294.13,81570.7,Yes,3,298.72,Growing,GOTS,84.58,88.35,77.13,53.53,70.82"
"BRAND-1295,Brand_1295,China,2018,B,Hemp,No,151.35,3740249.16,55536.31,Yes,7,177.04,Declining,Fair Trade,73.23,9.03,74.01,62.95,100.0"
"BRAND-1296,Brand_1296,USA,2016,B,Hemp,No,219.84,1797450.45,7332.57,Yes,15,258.36,Declining,,70.52,20.94,79.29,34.34,85.2"
"BRAND-1297,Brand_1297,USA,2020,B,Recycled Polyester,No,297.51,2127201.33,91037.39,Yes,2,428.3,Growing,OEKO-TEX,85.79,30.32,59.69,83.59,75.02"
"BRAND-1298,Brand_1298,UK,2019,B,Recycled Polyester,Yes,248.24,449430.55,28125.15,Yes,3,116.67,Stable,,67.65,37.67,53.05,50.01,85.6"
"BRAND-1299,Brand_1299,USA,2019,A,Recycled Polyester,No,477.74,3921591.3,64585.84,Yes,7,52.16,Stable,GOTS,76.01,41.39,100.0,57.48,73.88"
"BRAND-1300,Brand_1300,Italy,2022,B,Tencel,No,65.66,3796776.68,20948.37,Yes,18,385.04,Stable,Fair Trade,76.83,38.17,64.58,54.11,56.52"
"BRAND-1301,Brand_1301,UK,2017,B,Tencel,No,113.34,4659780.29,97570.4,No,7,453.77,Growing,Fair Trade,61.98,52.82,66.68,68.05,76.26"
"BRAND-1302,Brand_1302,USA,2019,A,Vegan Leather,Yes,330.87,202458.53,78924.62,No,6,144.68,Declining,,86.88,48.78,82.2,61.78,69.15"
"BRAND-1303,Brand_1303,Japan,2011,B,Organic Cotton,Yes,188.39,1759224.06,11719.43,No,12,462.08,Growing,GOTS,69.38,32.1,98.73,54.0,53.67"
"BRAND-1304,Brand_1304,France,2019,C,Recycled Polyester,No,493.01,2132036.83,38991.04,No,13,329.73,Stable,,60.66,0.14,60.2,83.98,89.47"
"BRAND-1305,Brand_1305,Germany,2012,C,Tencel,No,82.31,847871.14,68304.38,Yes,5,43.13,Stable,B Corp,80.05,26.16,52.02,0.0,67.07"
"BRAND-1306,Brand_1306,China,2021,C,Bamboo Fabric,Yes,172.83,1146758.38,20098.97,No,20,94.96,Growing,B Corp,58.52,35.92,47.64,79.85,48.95"
"BRAND-1307,Brand_1307,USA,2022,A,Recycled Polyester,No,16.94,2485640.47,63404.4,Yes,1,361.58,Growing,GOTS,72.42,42.56,98.68,73.4,51.63"
"BRAND-1308,Brand_1308,France,2014,C,Vegan Leather,Yes,420.82,2649574.28,41455.78,Yes,10,465.4,Declining,OEKO-TEX,71.86,23.15,51.31,18.28,77.09"
"BRAND-1309,Brand_1309,Italy,2023,A,Organic Cotton,No,130.69,3158728.82,62080.67,No,20,295.71,Growing,,88.29,37.2,69.5,73.59,85.84"
"BRAND-1310,Brand_1310,Germany,2019,B,Organic Cotton,Yes,73.49,4979912.13,74236.71,Yes,1,341.11,Growing,GOTS,79.12,23.12,52.41,76.17,76.19"
"BRAND-1311,Brand_1311,USA,2023,B,Tencel,Yes,447.04,1532872.03,50882.17,Yes,17,107.93,Stable,,71.62,45.23,43.93,66.24,76.27"
"BRAND-1312,Brand_1312,USA,2018,B,Recycled Polyester,No,183.27,4563786.01,66615.72,Yes,12,74.07,Stable,GOTS,84.27,24.39,64.74,23.82,54.22"
"BRAND-1313,Brand_1313,Japan,2019,B,Vegan Leather,Yes,212.94,4404701.13,63213.47,No,5,321.66,Growing,Fair Trade,92.85,29.32,53.12,68.65,69.58"
"BRAND-1314,Brand_1314,China,2011,B,Organic Cotton,No,209.7,1883977.76,94213.77,Yes,19,441.54,Declining,OEKO-TEX,80.37,19.21,57.55,75.14,62.39"
"BRAND-1315,Brand_1315,UK,2017,B,Recycled Polyester,Yes,293.7,4116454.21,30749.19,No,13,288.84,Declining,B Corp,72.16,44.62,100.0,43.56,64.69"
"BRAND-1316,Brand_1316,India,2013,B,Bamboo Fabric,Yes,311.1,2896183.55,51304.13,Yes,14,271.44,Stable,GOTS,52.32,28.94,77.65,63.82,66.1"
"BRAND-1317,Brand_1317,Brazil,2016,B,Hemp,No,10.98,3371284.51,82133.72,Yes,10,414.08,Stable,OEKO-TEX,56.02,67.95,86.77,47.94,56.78"
"BRAND-1318,Brand_1318,Germany,2018,A,Vegan Leather,No,466.24,3661980.0,49120.1,No,19,289.99,Stable,Fair Trade,67.42,56.93,84.84,72.71,80.78"
"BRAND-1319,Brand_1319,Brazil,2022,B,Recycled Polyester,No,193.55,814927.34,55927.0,No,12,319.87,Declining,,62.86,46.46,68.18,48.73,50.85"
"BRAND-1320,Brand_1320,Japan,2017,C,Recycled Polyester,No,206.31,2155760.82,84742.74,Yes,15,264.91,Growing,B Corp,69.2,30.46,62.09,43.4,45.92"
"BRAND-1321,Brand_1321,Italy,2012,B,Tencel,No,35.87,4758985.17,96810.01,No,1,239.17,Growing,Fair Trade,72.85,56.37,74.48,54.21,54.65"
"BRAND-1322,Brand_1322,India,2016,B,Recycled Polyester,No,138.52,2544743.81,68688.49,Yes,1,409.93,Declining,OEKO-TEX,79.95,63.2,73.03,28.17,83.02"
"BRAND-1323,Brand_1323,Japan,2020,B,Organic Cotton,No,2.31,4552174.61,4651.96,Yes,8,380.29,Declining,Fair Trade,70.94,51.14,59.76,52.23,73.77"
"BRAND-1324,Brand_1324,USA,2019,A,Vegan Leather,Yes,433.13,1648203.49,74810.98,Yes,8,480.0,Declining,GOTS,79.3,83.28,72.34,62.24,37.68"
"BRAND-1325,Brand_1325,China,2021,B,Organic Cotton,Yes,176.83,1647820.67,71174.89,No,6,393.97,Declining,B Corp,72.97,58.11,57.29,72.4,78.15"
"BRAND-1326,Brand_1326,France,2020,B,Tencel,Yes,326.16,1018168.86,4640.78,Yes,9,460.43,Stable,B Corp,42.37,68.1,66.91,59.98,67.18"
"BRAND-1327,Brand_1327,India,2015,C,Hemp,No,70.31,3764601.4,83238.96,No,10,280.0,Declining,,57.91,50.94,63.96,26.35,60.9"
"BRAND-1328,Brand_1328,UK,2021,B,Bamboo Fabric,No,406.04,2632355.88,60346.64,No,10,163.46,Stable,,69.84,62.86,47.16,82.05,63.89"
"BRAND-1329,Brand_1329,UK,2017,C,Hemp,No,402.58,2305972.54,26035.17,Yes,19,170.79,Declining,B Corp,53.85,30.47,27.68,83.72,45.33"
"BRAND-1330,Brand_1330,Brazil,2017,B,Recycled Polyester,Yes,469.16,3490226.64,28476.44,No,5,497.22,Growing,B Corp,81.0,37.92,53.1,57.25,70.95"
"BRAND-1331,Brand_1331,Germany,2018,A,Bamboo Fabric,No,305.6,4273675.48,39776.71,No,16,229.0,Declining,Fair Trade,94.96,55.69,100.0,39.96,46.45"
"BRAND-1332,Brand_1332,Brazil,2022,B,Hemp,No,362.78,728000.98,12265.47,No,2,99.81,Growing,,90.28,55.53,64.43,44.37,62.05"
"BRAND-1333,Brand_1333,China,2018,B,Organic Cotton,Yes,41.52,1988497.79,47137.9,Yes,12,130.82,Growing,,68.8,59.17,83.97,50.93,62.07"
"BRAND-1334,Brand_1334,Australia,2024,B,Organic Cotton,Yes,368.07,4096853.58,69665.93,Yes,7,344.08,Declining,Fair Trade,94.36,72.21,31.76,60.57,81.09"
"BRAND-1335,Brand_1335,Germany,2015,C,Organic Cotton,Yes,246.45,4173568.01,51828.65,No,12,94.12,Stable,GOTS,74.23,16.65,51.85,48.91,68.68"
"BRAND-1336,Brand_1336,Japan,2019,C,Bamboo Fabric,No,284.19,2523053.49,7592.29,Yes,6,169.95,Stable,B Corp,66.94,26.56,45.62,37.83,80.0"
"BRAND-1337,Brand_1337,USA,2015,B,Tencel,No,230.52,4826535.28,3210.33,Yes,12,384.97,Declining,Fair Trade,62.8,53.05,66.36,75.46,47.67"
"BRAND-1338,Brand_1338,China,2021,B,Organic Cotton,No,405.3,1621712.97,67086.51,Yes,6,408.35,Stable,B Corp,67.46,32.06,100.0,60.15,66.17"
"BRAND-1339,Brand_1339,Brazil,2018,A,Tencel,No,422.76,409423.4,3001.39,No,4,276.14,Stable,Fair Trade,66.18,100.0,78.28,33.95,77.02"
"BRAND-1340,Brand_1340,Japan,2019,A,Hemp,No,499.38,2164720.77,45095.57,No,1,374.08,Declining,B Corp,74.56,59.35,100.0,60.83,89.12"
"BRAND-1341,Brand_1341,Brazil,2012,B,Vegan Leather,No,380.86,244930.59,68333.91,Yes,17,384.61,Stable,GOTS,74.41,46.28,65.42,58.24,48.63"
"BRAND-1342,Brand_1342,China,2011,B,Organic Cotton,Yes,120.62,4157679.23,71505.75,Yes,6,43.0,Declining,B Corp,72.05,36.66,94.57,40.64,53.7"
"BRAND-1343,Brand_1343,Brazil,2012,A,Tencel,Yes,47.49,442973.53,58982.34,No,3,203.09,Stable,Fair Trade,78.55,37.44,100.0,78.9,76.59"
"BRAND-1344,Brand_1344,China,2013,A,Organic Cotton,No,323.71,1154974.91,90486.26,No,20,203.61,Declining,,89.86,48.66,68.03,57.7,95.4"
"BRAND-1345,Brand_1345,USA,2019,B,Tencel,No,223.07,3578307.37,29470.55,Yes,20,32.14,Growing,B Corp,86.24,50.46,60.29,50.67,72.86"
"BRAND-1346,Brand_1346,Brazil,2020,C,Bamboo Fabric,Yes,163.72,1398009.4,97901.92,Yes,5,405.41,Declining,OEKO-TEX,49.73,37.95,46.28,53.33,49.13"
"BRAND-1347,Brand_1347,Germany,2020,C,Recycled Polyester,No,491.86,3863850.38,17838.77,No,11,319.24,Growing,B Corp,33.69,41.99,64.44,63.88,49.46"
"BRAND-1348,Brand_1348,Australia,2015,A,Recycled Polyester,Yes,268.8,64512.15,13396.35,Yes,5,383.93,Declining,OEKO-TEX,86.01,77.57,71.47,53.56,70.29"
"BRAND-1349,Brand_1349,UK,2013,A,Recycled Polyester,Yes,375.11,3765244.15,13146.7,Yes,18,152.4,Growing,Fair Trade,51.5,78.46,100.0,53.39,74.08"
"BRAND-1350,Brand_1350,UK,2019,B,Tencel,No,91.25,4955381.74,37192.12,Yes,13,399.15,Growing,,68.63,53.54,46.69,76.32,64.24"
"BRAND-1351,Brand_1351,China,2021,C,Recycled Polyester,Yes,270.56,148973.5,43087.88,No,16,213.55,Growing,OEKO-TEX,54.45,18.49,71.07,26.63,49.66"
"BRAND-1352,Brand_1352,China,2020,C,Vegan Leather,No,1.32,2671855.8,36574.78,Yes,15,311.93,Declining,B Corp,44.97,59.85,37.34,29.97,86.72"
"BRAND-1353,Brand_1353,Italy,2018,A,Organic Cotton,No,356.29,695416.1,72387.55,Yes,3,203.39,Declining,GOTS,80.12,82.19,62.32,70.54,62.07"
"BRAND-1354,Brand_1354,Japan,2022,A,Recycled Polyester,Yes,384.24,2132325.47,33171.29,Yes,10,256.87,Growing,OEKO-TEX,83.39,78.14,75.61,100.0,76.96"
"BRAND-1355,Brand_1355,India,2022,B,Vegan Leather,Yes,147.84,1566995.74,9216.51,No,14,497.41,Declining,OEKO-TEX,63.35,64.16,79.23,72.53,37.86"
"BRAND-1356,Brand_1356,France,2019,B,Tencel,No,173.57,910971.72,44075.67,Yes,6,476.92,Declining,B Corp,33.13,79.29,80.6,92.28,88.42"
"BRAND-1357,Brand_1357,Brazil,2012,B,Hemp,No,436.71,890021.7,13139.86,No,2,263.77,Stable,Fair Trade,63.81,49.17,77.15,46.31,56.36"
"BRAND-1358,Brand_1358,France,2012,A,Recycled Polyester,No,34.46,4362351.04,65150.58,No,12,498.17,Stable,Fair Trade,77.88,61.82,80.45,42.26,90.86"
"BRAND-1359,Brand_1359,Japan,2020,B,Vegan Leather,No,316.09,2604364.6,85387.06,No,18,28.26,Stable,,49.82,33.02,70.82,64.13,78.42"
"BRAND-1360,Brand_1360,UK,2018,B,Tencel,Yes,30.34,2286871.36,37204.74,No,14,215.1,Growing,,74.75,54.43,51.14,74.07,43.71"
"BRAND-1361,Brand_1361,Italy,2023,B,Tencel,Yes,48.55,3875908.3,91862.09,Yes,7,477.13,Declining,Fair Trade,71.77,77.25,36.67,28.77,72.17"
"BRAND-1362,Brand_1362,Germany,2012,B,Bamboo Fabric,Yes,372.15,857227.06,5099.14,Yes,16,490.27,Growing,OEKO-TEX,80.69,35.03,60.16,50.74,96.16"
"BRAND-1363,Brand_1363,USA,2017,B,Tencel,Yes,2.08,4119156.1,5954.71,Yes,12,251.28,Growing,Fair Trade,73.79,29.05,67.58,54.46,57.84"
"BRAND-1364,Brand_1364,France,2012,B,Recycled Polyester,Yes,56.49,2424253.65,13691.3,Yes,9,116.8,Growing,Fair Trade,57.4,50.14,92.57,41.42,96.19"
"BRAND-1365,Brand_1365,France,2022,B,Organic Cotton,No,440.97,1810229.6,12946.09,No,10,205.91,Declining,Fair Trade,89.95,43.01,68.19,43.76,74.56"
"BRAND-1366,Brand_1366,USA,2019,B,Tencel,Yes,197.61,4222539.56,12456.07,Yes,5,143.7,Declining,B Corp,69.62,62.28,66.46,71.86,90.79"
"BRAND-1367,Brand_1367,India,2019,B,Recycled Polyester,No,61.02,1562192.37,49575.82,Yes,19,286.95,Declining,OEKO-TEX,71.59,38.03,76.94,64.39,70.71"
"BRAND-1368,Brand_1368,Australia,2024,B,Organic Cotton,Yes,276.23,3103506.95,23586.2,Yes,3,373.0,Declining,Fair Trade,58.0,85.81,65.14,70.97,65.89"
"BRAND-1369,Brand_1369,Japan,2019,B,Hemp,Yes,242.75,507983.08,16210.42,No,18,300.17,Growing,OEKO-TEX,65.35,19.63,84.59,61.74,99.23"
"BRAND-1370,Brand_1370,Germany,2012,A,Vegan Leather,No,75.3,1407294.33,22737.95,No,8,254.81,Stable,Fair Trade,58.73,75.58,100.0,37.53,80.26"
"BRAND-1371,Brand_1371,Germany,2012,B,Recycled Polyester,Yes,327.27,1654187.42,49264.11,No,9,390.99,Growing,OEKO-TEX,69.41,31.17,100.0,63.46,64.0"
"BRAND-1372,Brand_1372,Germany,2017,B,Tencel,No,22.61,2231549.72,79900.53,No,18,399.25,Declining,GOTS,97.68,8.49,71.75,35.96,75.21"
"BRAND-1373,Brand_1373,Italy,2020,B,Hemp,No,131.66,1421838.31,47226.5,Yes,18,249.26,Declining,Fair Trade,51.42,53.23,76.06,48.76,58.4"
"BRAND-1374,Brand_1374,Italy,2015,B,Bamboo Fabric,Yes,255.96,716626.52,61218.94,No,1,178.63,Declining,OEKO-TEX,47.8,42.4,98.42,34.28,69.83"
"BRAND-1375,Brand_1375,India,2021,B,Tencel,Yes,128.83,1921304.98,33989.21,Yes,7,23.78,Stable,,94.07,23.59,67.3,42.78,88.33"
"BRAND-1376,Brand_1376,India,2022,B,Bamboo Fabric,Yes,443.78,3536631.53,94537.89,No,9,210.21,Declining,Fair Trade,68.86,11.01,82.23,56.81,65.25"
"BRAND-1377,Brand_1377,China,2021,C,Recycled Polyester,No,149.31,2958053.67,20131.51,No,20,265.46,Stable,Fair Trade,61.96,47.82,49.57,45.85,53.13"
"BRAND-1378,Brand_1378,Brazil,2015,B,Bamboo Fabric,Yes,229.1,4048764.0,34518.5,No,4,387.61,Declining,Fair Trade,87.6,69.47,64.4,37.34,51.56"
"BRAND-1379,Brand_1379,Brazil,2017,A,Hemp,No,331.84,1335140.46,19592.52,No,2,100.64,Declining,Fair Trade,62.92,60.87,90.81,77.76,69.25"
"BRAND-1380,Brand_1380,India,2021,B,Organic Cotton,Yes,104.44,3884151.99,73718.03,No,18,243.96,Stable,B Corp,99.39,49.25,57.07,52.61,54.27"
"BRAND-1381,Brand_1381,USA,2010,B,Hemp,No,11.37,449487.63,11952.44,Yes,3,280.01,Stable,OEKO-TEX,82.17,58.53,67.7,44.44,43.64"
